Numéro de sinistre;Numéro du lot sinistré;Identifiant_lot;Branche;Garantie;Num police;Etat sinistre;Année de survenance;Montant Règlements totaux;Montant Règlements en principal;Montant Règlements en frais;Montant Provision ;Montant Recours;Charge nette;Montant du loyer sinistré;Date d'extraction
S14-567542L;254280018;254280018/2014;Non Compensée;LI;AXEL-10-000525;TER;2014; 4 332    ; 2 534    ; 1 798    ; -      ; -      ; 4 332    ;695;28/02/2018
S14-567988L;281350006;281350006/2014;Non Compensée;LI;AXEL-10-000129;TER;2014; 22 634    ; 17 517    ; 5 117    ; -      ; -      ; 22 634    ;0;28/02/2018
S14-568583L;418320045;418320045/2014;Non Compensée;LI;AXEL-10-000722;TER;2014; 21 343    ; 18 672    ; 2 671    ; -      ; -      ; 21 343    ;819;28/02/2018
S14-568722L;285570057;285570057/2014;Non Compensée;LI;AXEL-10-000205;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;423;28/02/2018
S14-568728L;209940608;209940608/2014;Non Compensée;LI;AXEL-10-000675;TER;2014; 14 335    ; 6 256    ; 8 079    ; -      ;-5 364    ; 8 971    ;0;28/02/2018
S14-568768L;209940808;209940808/2014;Non Compensée;LI;AXEL-10-000675;TER;2014; 5 277    ; 2 582    ; 2 696    ; -      ;-400    ; 4 877    ;870;28/02/2018
S14-568775L;194460284;194460284/2014;Non Compensée;LI;AXEL-10-000068;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;330;28/02/2018
S14-568795L;408940462;408940462/2014;Non Compensée;LI;AXEL-10-000172;TER;2014; 4 564    ; 2 844    ; 1 719    ; -      ;-2 844    ; 1 719    ;694;28/02/2018
S14-568810L;221790044;221790044/2014;Non Compensée;LI;AXEL-10-000343;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;663;28/02/2018
S14-568852L;270100139;270100139/2014;Non Compensée;LI;AXEL-10-000742;TER;2014; 9 867    ; 7 630    ; 2 238    ; -      ;-200    ; 9 667    ;794;28/02/2018
S14-568897L;9010530082;9010530082/2014;Non Compensée;LI;AXEL-12-001436;TER;2014; 4 306    ; 2 369    ; 1 936    ; -      ;-2 369    ; 1 936    ;931;28/02/2018
S14-568919L;291090058;291090058/2014;Non Compensée;LI;AXEL-10-000540;TER;2014; 135    ; -      ; 135    ; -      ; -      ; 135    ;430;28/02/2018
S14-568928L;189360131;189360131/2014;Non Compensée;LI;AXEL-10-000591;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;460;28/02/2018
S14-568941L;418080032;418080032/2014;Non Compensée;LI;AXEL-13-001648;TER;2014; 10 155    ; 6 825    ; 3 330    ; -      ;-2 390    ; 7 765    ;490;28/02/2018
S14-568946L;15260016;15260016/2014;Non Compensée;LI;AXEL-10-000737;TER;2014; 49 656    ; 41 234    ; 8 422    ; -      ;-5 693    ; 43 962    ;1 655;28/02/2018
S14-568963L;81340054;81340054/2014;Non Compensée;LI;AXEL-11-001364;TER;2014; 6 431    ; 4 226    ; 2 205    ; -      ;-241    ; 6 190    ;525;28/02/2018
S14-569003L;9011060039;9011060039/2014;Non Compensée;LI;AXEL-12-001499;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;497;28/02/2018
S14-569006L;189360132;189360132/2014;Non Compensée;LI;AXEL-10-000591;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;725;28/02/2018
S14-569074L;232430312;232430312/2014;Non Compensée;LI;AXEL-10-000534;TER;2014; 4 402    ; 1 737    ; 2 665    ; -      ; -      ; 4 402    ;433;28/02/2018
S14-569104L;26690105;26690105/2014;Non Compensée;LI;AXEL-10-001008;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;430;28/02/2018
S14-569115L;111650031;111650031/2014;Non Compensée;LI;AXEL-10-000391;TER;2014; 8 594    ; 5 057    ; 3 537    ; -      ; -      ; 8 594    ;600;28/02/2018
S14-569127L;247610089;247610089/2014;Non Compensée;LI;AXEL-10-000721;TER;2014; 839    ; 839    ; -      ; -      ; -      ; 839    ;0;28/02/2018
S14-569133L;191860057;191860057/2014;Non Compensée;LI;AXEL-10-000225;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;525;28/02/2018
S14-569144L;428110006;428110006/2014;Non Compensée;LI;AXEL-12-001505;TER;2014; 22 973    ; 17 528    ; 5 445    ; -      ;-1 724    ; 21 249    ;1 056;28/02/2018
S14-569260L;74080178;74080178/2014;Non Compensée;LI;AXEL-10-000516;TER;2014; 3 335    ; 1 220    ; 2 115    ; -      ;-376    ; 2 959    ;425;28/02/2018
S14-569285L;81340575;81340575/2014;Non Compensée;LI;AXEL-11-001364;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;741;28/02/2018
S14-569313L;9011750005;9011750005/2014;Non Compensée;LI;AXEL-12-001548;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;690;28/02/2018
S14-569320L;9012320007;9012320007/2014;Non Compensée;LI;AXEL-12-001583;TER;2014; 1 045    ; 816    ; 229    ; -      ; -      ; 1 045    ;325;28/02/2018
S14-569357L;278970294;278970294/2014;Non Compensée;LI;AXEL-10-000882;TER;2014; 7 293    ; 4 330    ; 2 963    ; -      ;-1 819    ; 5 474    ;790;28/02/2018
S14-569428L;235730069;235730069/2014;Non Compensée;LI;AXEL-10-001131;TER;2014; 12 021    ; 8 622    ; 3 399    ; -      ; -      ; 12 021    ;541;28/02/2018
S14-569447L;149320254;149320254/2014;Non Compensée;LI;AXEL-10-000001;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;448;28/02/2018
S14-569449L;149320442;149320442/2014;Non Compensée;LI;AXEL-10-000001;TER;2014; 723    ; 723    ; -      ; -      ;-544    ; 179    ;426;28/02/2018
S14-569480L;439520101;439520101/2014;Non Compensée;LI;AXEL-12-001418;TER;2014; 3 587    ; 1 613    ; 1 973    ; -      ;-667    ; 2 920    ;734;28/02/2018
S14-569501L;441300042;441300042/2014;Non Compensée;LI;AXEL-11-001370;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;800;28/02/2018
S14-569587L;190610033;190610033/2014;Non Compensée;LI;AXEL-11-001200;TER;2014; 8 512    ; 6 590    ; 1 922    ; -      ;-6 590    ; 1 922    ;732;28/02/2018
S14-569666L;146290266;146290266/2014;Non Compensée;LI;AXEL-10-000118;TER;2014; 1 877    ; 1 178    ; 699    ; -      ;-150    ; 1 727    ;590;28/02/2018
S14-569695L;43270005;43270005/2014;Non Compensée;LI;AXEL-12-001405;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;687;28/02/2018
S14-569735L;441300023;441300023/2014;Non Compensée;LI;AXEL-11-001370;TER;2014; 4 387    ; 2 490    ; 1 897    ; -      ; -      ; 4 387    ;745;28/02/2018
S14-569742L;248360143;248360143/2014;Non Compensée;LI;AXEL-10-001096;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;438;28/02/2018
S14-569758L;192580167;192580167/2014;Non Compensée;LI;AXEL-10-000069;TER;2014; 17 497    ; 10 567    ; 6 930    ; -      ;-200    ; 17 297    ;1 160;28/02/2018
S14-569774L;143180065;143180065/2014;Non Compensée;LI;AXEL-10-000350;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;1 003;28/02/2018
S14-569775L;9006190035;9006190035/2014;Non Compensée;LI;AXEL-10-000904;TER;2014; 184    ; -      ; 184    ; -      ; -      ; 184    ;1 580;28/02/2018
S14-569787L;247590776;247590776/2014;Non Compensée;LI;AXEL-10-000122;TER;2014; 12 647    ; 7 988    ; 4 659    ; -      ; -      ; 12 647    ;547;28/02/2018
S14-569846L;279590014;279590014/2014;Non Compensée;LI;AXEL-12-001507;TER;2014; 366    ; 366    ; -      ; -      ; -      ; 366    ;370;28/02/2018
S14-569887L;1004860021;1004860021/2014;Non Compensée;LI;AXEL-13-001652;TER;2014; 1 115    ; 1 115    ; -      ; -      ;-140    ; 975    ;0;28/02/2018
S14-569893L;209940238;209940238/2014;Non Compensée;LI;AXEL-10-000675;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;626;28/02/2018
S14-570025L;408940582;408940582/2014;Non Compensée;LI;AXEL-10-000172;TER;2014; 9 757    ; 7 226    ; 2 531    ; -      ;-2 600    ; 7 157    ;627;28/02/2018
S14-570026L;408940473;408940473/2014;Non Compensée;LI;AXEL-10-000172;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;501;28/02/2018
S14-570027L;408940485;408940485/2014;Non Compensée;LI;AXEL-10-000172;TER;2014; 258    ; 258    ; -      ; -      ;-258    ; -      ;1 017;28/02/2018
S14-570030L;218530072;218530072/2014;Non Compensée;LI;AXEL-10-000112;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;690;28/02/2018
S14-570047L;192580151;192580151/2014;Non Compensée;LI;AXEL-10-000069;TER;2014; 15 472    ; 9 805    ; 5 667    ; -      ;-3 132    ; 12 340    ;790;28/02/2018
S14-570060L;9012710011;9012710011/2014;Non Compensée;LI;AXEL-12-001620;TER;2014; 1 063    ; 1 063    ; -      ; -      ;-1 063    ; -      ;573;28/02/2018
S14-570075L;428990191;428990191/2014;Non Compensée;LI;AXEL-11-001187;TER;2014; 20 709    ; 13 739    ; 6 969    ; -      ; -      ; 20 709    ;783;28/02/2018
S14-570148L;242950010;242950010/2014;Non Compensée;LI;AXEL-11-001303;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;750;28/02/2018
S14-570153L;271470020;271470020/2014;Non Compensée;LI;AXEL-12-001564;TER;2014; 10 527    ; 7 043    ; 3 483    ; -      ;-4 855    ; 5 672    ;851;28/02/2018
S14-570240L;146290154;146290154/2014;Non Compensée;LI;AXEL-10-000118;TER;2014; 1 278    ; 1 278    ; -      ; -      ; -      ; 1 278    ;890;28/02/2018
S14-570262L;266440038;266440038/2014;Non Compensée;LI;AXEL-11-001368;TER;2014; 2 491    ; -      ; 2 491    ; -      ; -      ; 2 491    ;1 254;28/02/2018
S14-570264L;408940505;408940505/2014;Non Compensée;LI;AXEL-10-000172;TER;2014; 6 346    ; 3 629    ; 2 717    ; -      ;-858    ; 5 488    ;999;28/02/2018
S14-570293L;432800003;432800003/2014;Non Compensée;LI;AXEL-12-001425;TER;2014; 9 925    ; 5 972    ; 3 953    ; -      ;-6 913    ; 3 012    ;0;28/02/2018
S14-570377L;209940710;209940710/2014;Non Compensée;LI;AXEL-10-000675;TER;2014; 1 215    ; 1 023    ; 192    ; -      ;-1 023    ; 192    ;0;28/02/2018
S14-570394L;35920002;35920002/2014;Non Compensée;LI;AXEL-10-000769;TER;2014; 5 816    ; 3 317    ; 2 499    ; -      ;-639    ; 5 176    ;1 652;28/02/2018
S14-570430L;174790165;174790165/2014;Non Compensée;LI;AXEL-10-000460;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;305;28/02/2018
S14-570458L;286890024;286890024/2014;Non Compensée;LI;AXEL-10-000673;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;300;28/02/2018
S14-570624L;143180065;143180065/2014;Non Compensée;LI;AXEL-10-000350;TER;2014; 11 279    ; 7 941    ; 3 338    ; -      ;-5 689    ; 5 590    ;1 064;28/02/2018
S14-570638L;278970250;278970250/2014;Non Compensée;LI;AXEL-10-000882;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;620;28/02/2018
S14-570672L;297030024;297030024/2014;Non Compensée;LI;AXEL-10-000712;TER;2014; 1 156    ; 900    ; 256    ; -      ; -      ; 1 156    ;450;28/02/2018
S14-570706L;59680210;59680210/2014;Non Compensée;LI;AXEL-10-000252;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;636;28/02/2018
S14-570708L;146990425;146990425/2014;Non Compensée;LI;AXEL-10-000012;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;576;28/02/2018
S14-570823L;408940571;408940571/2014;Non Compensée;LI;AXEL-10-000172;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;708;28/02/2018
S14-570879L;408940473;408940473/2014;Non Compensée;LI;AXEL-10-000172;TER;2014; 892    ; 892    ; -      ; -      ;-892    ; -      ;501;28/02/2018
S14-570932L;268630224;268630224/2014;Non Compensée;LI;AXEL-10-000489;TER;2014; 14 012    ; 8 856    ; 5 156    ; -      ;-1 759    ; 12 253    ;582;28/02/2018
S14-570976L;9012030190;9012030190/2014;Non Compensée;LI;AXEL-12-001574;TER;2014; 4 316    ; 2 080    ; 2 236    ; -      ; -      ; 4 316    ;795;28/02/2018
S14-570981L;281590022;281590022/2014;Non Compensée;LI;AXEL-11-001217;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;188;28/02/2018
S14-571003L;21591135;21591135/2014;Non Compensée;LI;AXEL-10-000123;TER;2014; 214    ; 214    ; -      ; -      ;-214    ; -      ;721;28/02/2018
S14-571020L;177300055;177300055/2014;Non Compensée;LI;AXEL-12-001576;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;477;28/02/2018
S14-571045L;209940632;209940632/2014;Non Compensée;LI;AXEL-10-000675;TER;2014; 7 461    ; 3 957    ; 3 504    ; -      ;-1 829    ; 5 631    ;615;28/02/2018
S14-571170L;177300073;177300073/2014;Non Compensée;LI;AXEL-12-001576;TER;2014; 749    ; 749    ; -      ; -      ; -      ; 749    ;111;28/02/2018
S14-571227L;59680154;59680154/2014;Non Compensée;LI;AXEL-10-000252;TER;2014; 10 662    ; 7 621    ; 3 041    ; -      ; -      ; 10 662    ;922;28/02/2018
S14-571253L;292120175;292120175/2014;Non Compensée;LI;AXEL-10-000258;TER;2014; 10 555    ; 6 294    ; 4 261    ; -      ;-2 657    ; 7 898    ;652;28/02/2018
S14-571406L;408940485;408940485/2014;Non Compensée;LI;AXEL-10-000172;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;693;28/02/2018
S14-571412L;89090084;89090084/2014;Non Compensée;LI;AXEL-11-001192;TER;2014; 9 176    ; 3 905    ; 5 271    ; -      ; -      ; 9 176    ;0;28/02/2018
S14-571417L;252310074;252310074/2014;Non Compensée;LI;AXEL-10-001130;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;568;28/02/2018
S14-571419L;408940253;408940253/2014;Non Compensée;LI;AXEL-10-000172;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;669;28/02/2018
S14-571424L;146290057;146290057/2014;Non Compensée;LI;AXEL-10-000118;TER;2014; 11 961    ; 8 150    ; 3 811    ; -      ;-1 900    ; 10 061    ;709;28/02/2018
S14-571512L;81340422;81340422/2014;Non Compensée;LI;AXEL-11-001364;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;209;28/02/2018
S14-571571L;174510054;174510054/2014;Non Compensée;LI;AXEL-10-000314;TER;2014; 862    ; 862    ; -      ; -      ;-862    ; -      ;524;28/02/2018
S14-571572L;174510054;174510054/2014;Non Compensée;LI;AXEL-10-000314;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;521;28/02/2018
S14-571578L;250480356;250480356/2014;Non Compensée;LI;AXEL-10-000116;TER;2014; 1 815    ; 1 815    ; -      ; -      ;-1 815    ; -      ;605;28/02/2018
S14-571596L;182840133;182840133/2014;Non Compensée;LI;AXEL-10-000696;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;769;28/02/2018
S14-571687L;277890012;277890012/2014;Non Compensée;LI;AXEL-10-000964;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;867;28/02/2018
S14-571776L;408940460;408940460/2014;Non Compensée;LI;AXEL-10-000172;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;895;28/02/2018
S14-571780L;408940290;408940290/2014;Non Compensée;LI;AXEL-10-000172;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;1 355;28/02/2018
S14-571796L;213020087;213020087/2014;Non Compensée;LI;AXEL-10-001142;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;448;28/02/2018
S14-571854L;182840133;182840133/2014;Non Compensée;LI;AXEL-10-000696;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;769;28/02/2018
S14-571898L;286890024;286890024/2014;Non Compensée;LI;AXEL-10-000673;TER;2014; 6 722    ; 4 015    ; 2 707    ; -      ;-1 010    ; 5 712    ;300;28/02/2018
S14-571929L;149810230;149810230/2014;Non Compensée;LI;AXEL-12-001420;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;464;28/02/2018
S14-571986L;236850008;236850008/2014;Non Compensée;LI;AXEL-11-001361;REC;2014; 8 803    ; 8 313    ; 490    ; -      ; -      ; 8 803    ;780;28/02/2018
S14-572019L;59950004;59950004/2014;Non Compensée;LI;AXEL-12-001475;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;988;28/02/2018
S14-572152L;192910004;192910004/2014;Non Compensée;LI;AXEL-10-000928;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;693;28/02/2018
S14-572184L;165990255;165990255/2014;Non Compensée;LI;AXEL-10-000427;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;608;28/02/2018
S15-045596L;26690102;26690102/2015;Non Compensée;LI;AXEL-10-001008;TER;2015; 10 469    ; 4 796    ; 5 673    ; -      ; -      ; 10 469    ;530;28/02/2018
S15-045677L;439520151;439520151/2015;Non Compensée;LI;AXEL-12-001418;TER;2015; 846    ; 671    ; 175    ; -      ; -      ; 434    ;666;28/02/2018
S15-046030L;9006190146;9006190146/2015;Non Compensée;LI;AXEL-10-000904;NG;2015; -      ; -      ; -      ; -      ; -      ; -      ;1 081;28/02/2018
S15-046117L;9006190346;9006190346/2015;Non Compensée;LI;AXEL-10-000904;TER;2015; 1 503    ; 1 301    ; 202    ; -      ;-1 304    ; 199    ;1 151;28/02/2018
S15-046182L;461550010;461550010/2015;Non Compensée;LI;AXEL-14-001675;SS;2015; -      ; -      ; -      ; -      ; -      ; -      ;560;28/02/2018
S15-046190L;461550003;461550003/2015;Non Compensée;LI;AXEL-14-001675;SS;2015; -      ; -      ; -      ; -      ; -      ; -      ;1 030;28/02/2018
S15-572116L;9006600244;9006600244/2015;Non Compensée;LI;AXEL-10-000974;TER;2015; 5 373    ; 2 436    ; 2 937    ; -      ;-876    ; 4 498    ;530;28/02/2018
S15-572182L;278970324;278970324/2015;Non Compensée;LI;AXEL-10-000882;TER;2015; 4 996    ; 1 860    ; 3 135    ; -      ;-313    ; 4 682    ;858;28/02/2018
S15-572320L;408940290;408940290/2015;Non Compensée;LI;AXEL-10-000172;SS;2015; -      ; -      ; -      ; -      ; -      ; -      ;1 355;28/02/2018
S15-572329L;415530043;415530043/2015;Non Compensée;LI;AXEL-10-000243;TER;2015; 12 928    ; 10 066    ; 2 861    ; -      ;-2 174    ; 10 754    ;831;28/02/2018
S15-572336L;182840048;182840048/2015;Non Compensée;LI;AXEL-10-000696;NG;2015; -      ; -      ; -      ; -      ; -      ; -      ;658;28/02/2018
S15-572362L;272500214;272500214/2015;Non Compensée;LI;AXEL-10-000839;SS;2015; -      ; -      ; -      ; -      ; -      ; -      ;754;28/02/2018
S15-572408L;43270005;43270005/2015;Non Compensée;LI;AXEL-12-001405;TER;2015; 9 219    ; 5 981    ; 3 238    ; -      ;-1 263    ; 7 956    ;690;28/02/2018
S15-572464L;81340178;81340178/2015;Non Compensée;LI;AXEL-11-001364;EC;2015; 28 764    ; 26 076    ; 2 689    ; 1 833    ;-1 376    ; 29 222    ;698;28/02/2018
S15-572545L;1004860020;1004860020/2015;Non Compensée;LI;AXEL-13-001652;TER;2015; 117    ; 117    ; -      ; -      ; -      ; 117    ;170;28/02/2018
S15-572546L;21590303;21590303/2015;Non Compensée;LI;AXEL-10-000123;TER;2015; 21 936    ; 17 521    ; 4 414    ; -      ; -      ; 21 936    ;674;28/02/2018
S15-572560L;251190040;251190040/2015;Non Compensée;LI;AXEL-10-001107;TER;2015; 6 264    ; 4 129    ; 2 135    ; -      ;-2 550    ; 3 714    ;916;28/02/2018
S15-572627L;408940068;408940068/2015;Non Compensée;LI;AXEL-10-000172;EC;2015; 12 319    ; 4 884    ; 7 436    ; 543    ;-3 700    ; 9 162    ;543;28/02/2018
S15-572641L;209190381;209190381/2015;Non Compensée;LI;AXEL-10-000938;TER;2015; 22 464    ; 17 012    ; 5 452    ; -      ;-1 300    ; 21 164    ;0;28/02/2018
S15-572644L;48360007;48360007/2015;Non Compensée;LI;AXEL-10-000758;TER;2015; 7 028    ; 4 542    ; 2 486    ; -      ;-2 990    ; 4 038    ;908;28/02/2018
S15-572649L;53930134;53930134/2015;Non Compensée;LI;AXEL-10-001119;SS;2015; -      ; -      ; -      ; -      ; -      ; -      ;868;28/02/2018
S15-572672L;268630053;268630053/2015;Non Compensée;LI;AXEL-10-000489;TER;2015; 9 673    ; 5 954    ; 3 719    ; -      ;-350    ; 9 323    ;489;28/02/2018
S15-572748L;81340571;81340571/2015;Non Compensée;LI;AXEL-11-001364;TER;2015; 3 268    ; 1 781    ; 1 487    ; -      ;-1 073    ; 2 195    ;356;28/02/2018
S15-572782L;295390169;295390169/2015;Non Compensée;LI;AXEL-10-000374;TER;2015; 100    ; 100    ; -      ; -      ; -      ; 100    ;0;28/02/2018
S15-572810L;158520009;158520009/2015;Non Compensée;LI;AXEL-12-001616;TER;2015; 15 018    ; 10 236    ; 4 782    ; -      ; -      ; 15 018    ;732;28/02/2018
S15-572859L;266440040;266440040/2015;Non Compensée;LI;AXEL-11-001368;SS;2015; -      ; -      ; -      ; -      ; -      ; -      ;897;28/02/2018
S15-572929L;89090164;89090164/2015;Non Compensée;LI;AXEL-11-001192;TER;2015; 1 002    ; 672    ; 330    ; -      ; -      ; 1 002    ;409;28/02/2018
